#スプレッドシートで計算
#tone:5001 start:500nm end:3950nm delta_n:0.5
#thickness,hex_color_code
2310.56,1180F9
2311.25,0B80F9
2311.94,0381F9
2312.63,0081F9
2313.32,0081F9
2314.01,0082F9
2314.7,0082F8
2315.39,0083F8
2316.08,0083F8
2316.77,0084F8
2317.46,0084F8
2318.15,0085F8
2318.84,0085F8
2319.53,0085F8
2320.22,0086F8
2320.91,0086F7
2321.6,0087F7
2322.29,0087F7
2322.98,0088F7
2323.67,0088F7
2324.36,0089F7
2325.05,0089F7
2325.74,0089F7
2326.43,008AF7
2327.12,008AF6
2327.81,008BF6
2328.5,008BF6
2329.19,008CF6
2329.88,008CF6
2330.57,008CF6
2331.26,008DF6
2331.95,008DF6
2332.64,008EF5
2333.33,008EF5
2334.02,008FF5
2334.71,008FF5
2335.4,008FF5
2336.09,0090F5
2336.78,0090F5
2337.47,0091F5
2338.16,0091F4
2338.85,0091F4
2339.54,0092F4
2340.23,0092F4
2340.92,0093F4
2341.61,0093F4
2342.3,0094F4
2342.99,0094F3
2343.68,0094F3
2344.37,0095F3
2345.06,0095F3
2345.75,0096F3
2346.44,0096F3
2347.13,0096F3
2347.82,0097F2
2348.51,0097F2
2349.2,0098F2
2349.89,0098F2
2350.58,0098F2
2351.27,0099F2
2351.96,0099F1
2352.65,009AF1
2353.34,009AF1
2354.03,009AF1
2354.72,009BF1
2355.41,009BF1
2356.1,009CF0
2356.79,009CF0
2357.48,009CF0
2358.17,009DF0
2358.86,009DF0
2359.55,009EF0
2360.24,009EEF
2360.93,009EEF
2361.62,009FEF
2362.31,009FEF
2363,00A0EF
2363.69,00A0EF
2364.38,00A0EE
2365.07,00A1EE
2365.76,00A1EE
2366.45,00A2EE
2367.14,00A2EE
2367.83,00A2ED
2368.52,00A3ED
2369.21,00A3ED
2369.9,00A3ED
2370.59,00A4ED
2371.28,00A4ED
2371.97,00A5EC
2372.66,00A5EC
2373.35,00A5EC
2374.04,00A6EC
2374.73,00A6EC
2375.42,00A6EB
2376.11,00A7EB
2376.8,00A7EB
2377.49,00A8EB
2378.18,00A8EB
2378.87,00A8EA
2379.56,00A9EA
2380.25,00A9EA
2380.94,00A9EA
2381.63,00AAEA
2382.32,00AAE9
2383.01,00ABE9
2383.7,00ABE9
2384.39,00ABE9
2385.08,00ACE9
2385.77,00ACE8
2386.46,00ACE8
2387.15,00ADE8
2387.84,00ADE8
2388.53,00ADE7
2389.22,00AEE7
2389.91,00AEE7
2390.6,00AFE7
2391.29,00AFE7
2391.98,00AFE6
2392.67,00B0E6
2393.36,00B0E6
2394.05,00B0E6
2394.74,00B1E5
2395.43,00B1E5
2396.12,00B1E5
2396.81,00B2E5
2397.5,00B2E5
2398.19,00B2E4
2398.88,00B3E4
2399.57,00B3E4
2400.26,00B3E4
2400.95,00B4E3
2401.64,00B4E3
2402.33,00B4E3
2403.02,00B5E3
2403.71,00B5E2
2404.4,00B6E2
2405.09,00B6E2
2405.78,00B6E2
2406.47,00B7E1
2407.16,00B7E1
2407.85,00B7E1
2408.54,00B8E1
2409.23,00B8E0
2409.92,00B8E0
2410.61,00B9E0
2411.3,00B9E0
2411.99,00B9DF
2412.68,00BADF
2413.37,00BADF
2414.06,00BADF
2414.75,00BBDE
2415.44,00BBDE
2416.13,00BBDE
2416.82,00BCDE
2417.51,00BCDD
2418.2,00BCDD
2418.89,00BDDD
2419.58,00BDDD
2420.27,00BDDC
2420.96,00BDDC
2421.65,00BEDC
2422.34,00BEDC
2423.03,00BEDB
2423.72,00BFDB
2424.41,00BFDB
2425.1,00BFDA
2425.79,00C0DA
2426.48,00C0DA
2427.17,00C0DA
2427.86,00C1D9
2428.55,00C1D9
2429.24,00C1D9
2429.93,00C2D9
2430.62,00C2D8
2431.31,00C2D8
2432,00C3D8
2432.69,00C3D7
2433.38,00C3D7
2434.07,00C3D7
2434.76,00C4D7
2435.45,00C4D6
2436.14,00C4D6
2436.83,00C5D6
2437.52,00C5D5
2438.21,00C5D5
2438.9,00C6D5
2439.59,00C6D5
2440.28,00C6D4
2440.97,00C6D4
2441.66,00C7D4
2442.35,00C7D3
2443.04,00C7D3
2443.73,00C8D3
2444.42,00C8D3
2445.11,00C8D2
2445.8,00C9D2
2446.49,00C9D2
2447.18,00C9D1
2447.87,00C9D1
2448.56,00CAD1
2449.25,00CAD0
2449.94,00CAD0
2450.63,00CBD0
2451.32,00CBD0
2452.01,00CBCF
2452.7,00CBCF
2453.39,00CCCF
2454.08,00CCCE
2454.77,00CCCE
2455.46,00CDCE
2456.15,00CDCD
2456.84,00CDCD
2457.53,00CDCD
2458.22,00CECC
2458.91,00CECC
2459.6,00CECC
2460.29,00CECB
2460.98,00CFCB
2461.67,00CFCB
2462.36,00CFCB
2463.05,00D0CA
2463.74,00D0CA
2464.43,00D0CA
2465.12,00D0C9
2465.81,00D1C9
2466.5,00D1C9
2467.19,00D1C8
2467.88,00D1C8
2468.57,00D2C8
2469.26,00D2C7
2469.95,00D2C7
2470.64,00D2C7
2471.33,00D3C6
2472.02,00D3C6
2472.71,00D3C6
2473.4,00D4C5
2474.09,00D4C5
2474.78,00D4C5
2475.47,00D4C4
2476.16,00D5C4
2476.85,00D5C4
2477.54,00D5C3
2478.23,00D5C3
2478.92,00D6C3
2479.61,00D6C2
2480.3,00D6C2
2480.99,00D6C2
2481.68,00D7C1
2482.37,00D7C1
2483.06,00D7C1
2483.75,00D7C0
2484.44,00D8C0
2485.13,00D8BF
2485.82,00D8BF
2486.51,00D8BF
2487.2,00D8BE
2487.89,00D9BE
2488.58,00D9BE
2489.27,00D9BD
2489.96,00D9BD
2490.65,00DABD
2491.34,00DABC
2492.03,00DABC
2492.72,00DABC
2493.41,00DBBB
2494.1,00DBBB
2494.79,00DBBB
2495.48,00DBBA
2496.17,00DCBA
2496.86,00DCB9
2497.55,00DCB9
2498.24,00DCB9
2498.93,00DCB8
2499.62,00DDB8
2500.31,00DDB8
2501,00DDB7
2501.69,00DDB7
2502.38,00DEB7
2503.07,00DEB6
2503.76,00DEB6
2504.45,00DEB5
2505.14,00DEB5
2505.83,00DFB5
2506.52,00DFB4
2507.21,00DFB4
2507.9,00DFB4
2508.59,00E0B3
2509.28,00E0B3
2509.97,00E0B2
2510.66,00E0B2
2511.35,00E0B2
2512.04,00E1B1
2512.73,00E1B1
2513.42,00E1B1
2514.11,00E1B0
2514.8,00E1B0
2515.49,00E2AF
2516.18,00E2AF
2516.87,00E2AF
2517.56,00E2AE
2518.25,00E2AE
2518.94,00E3AE
2519.63,00E3AD
2520.32,00E3AD
2521.01,00E3AC
2521.7,00E3AC
2522.39,00E4AC
2523.08,00E4AB
2523.77,00E4AB
2524.46,00E4AA
2525.15,00E4AA
2525.84,00E5AA
2526.53,00E5A9
2527.22,00E5A9
2527.91,00E5A9
2528.6,00E5A8
2529.29,00E6A8
2529.98,00E6A7
2530.67,00E6A7
2531.36,00E6A7
2532.05,00E6A6
2532.74,00E6A6
2533.43,00E7A5
2534.12,00E7A5
2534.81,00E7A5
2535.5,00E7A4
2536.19,00E7A4
2536.88,00E8A3
2537.57,00E8A3
2538.26,00E8A3
2538.95,00E8A2
2539.64,00E8A2
2540.33,00E8A1
2541.02,00E9A1
2541.71,00E9A1
2542.4,00E9A0
2543.09,00E9A0
2543.78,00E99F
2544.47,00E99F
2545.16,00EA9F
2545.85,00EA9E
2546.54,00EA9E
2547.23,00EA9D
2547.92,00EA9D
2548.61,00EA9D
2549.3,00EB9C
2549.99,00EB9C
2550.68,00EB9B
2551.37,00EB9B
2552.06,00EB9B
2552.75,00EB9A
2553.44,00EC9A
2554.13,00EC99
2554.82,00EC99
2555.51,00EC99
2556.2,00EC98
2556.89,00EC98
2557.58,00ED97
2558.27,00ED97
2558.96,00ED96
2559.65,00ED96
2560.34,00ED96
2561.03,00ED95
2561.72,00ED95
2562.41,00EE94
2563.1,00EE94
2563.79,00EE94
2564.48,00EE93
2565.17,00EE93
2565.86,00EE92
2566.55,00EE92
2567.24,00EF92
2567.93,00EF91
2568.62,00EF91
2569.31,00EF90
2570,00EF90
2570.69,00EF8F
2571.38,00EF8F
2572.07,00F08F
2572.76,00F08E
2573.45,00F08E
2574.14,00F08D
2574.83,00F08D
2575.52,00F08D
2576.21,00F08C
2576.9,00F08C
2577.59,00F18B
2578.28,00F18B
2578.97,00F18A
2579.66,00F18A
2580.35,00F18A
2581.04,00F189
2581.73,00F189
2582.42,00F188
2583.11,00F288
2583.8,00F288
2584.49,00F287
2585.18,00F287
2585.87,00F286
2586.56,00F286
2587.25,00F285
2587.94,00F285
2588.63,00F285
2589.32,00F384
2590.01,00F384
2590.7,00F383
2591.39,00F383
2592.08,00F383
2592.77,00F382
2593.46,00F382
2594.15,00F381
2594.84,00F381
2595.53,00F480
2596.22,00F480
2596.91,00F480
2597.6,00F47F
2598.29,00F47F
2598.98,00F47E
2599.67,00F47E
2600.36,00F47E
2601.05,00F47D
2601.74,00F47D
2602.43,00F57C
2603.12,00F57C
2603.81,00F57B
2604.5,00F57B
2605.19,00F57B
2605.88,00F57A
2606.57,00F57A
2607.26,00F579
2607.95,00F579
2608.64,00F579
2609.33,00F578
2610.02,00F678
2610.71,00F677
2611.4,00F677
2612.09,00F677
2612.78,00F676
2613.47,00F676
2614.16,00F675
2614.85,00F675
2615.54,00F675
2616.23,00F674
2616.92,00F674
2617.61,00F673
2618.3,00F673
2618.99,00F773
2619.68,00F772
2620.37,00F772
2621.06,00F771
2621.75,00F771
2622.44,00F771
2623.13,00F770
2623.82,00F770
2624.51,00F76F
2625.2,00F76F
2625.89,00F76F
2626.58,00F76E
2627.27,00F76E
2627.96,00F76D
2628.65,00F76D
2629.34,00F86D
2630.03,00F86C
2630.72,00F86C
2631.41,00F86B
2632.1,00F86B
2632.79,00F86B
2633.48,00F86A
2634.17,00F86A
2634.86,07F86A
2635.55,0EF869
2636.24,13F869
2636.93,18F868
2637.62,1CF868
2638.31,1FF868
2639,22F867
2639.69,25F867
2640.38,27F867
2641.07,2AF866
2641.76,2CF866
2642.45,2EF965
2643.14,30F965
2643.83,32F965
2644.52,34F964
2645.21,36F964
2645.9,38F964
2646.59,3AF963
2647.28,3CF963
2647.97,3DF963
2648.66,3FF962
2649.35,40F962
2650.04,42F962
2650.73,43F961
2651.42,45F961
2652.11,46F961
2652.8,48F960
2653.49,49F960
2654.18,4AF960
2654.87,4CF95F
2655.56,4DF95F
2656.25,4EF95F
2656.94,4FF95E
2657.63,51F95E
2658.32,52F95E
2659.01,53F95D
2659.7,54F95D
2660.39,55F95D
2661.08,56F95C
2661.77,58F95C
2662.46,59F95C
2663.15,5AF95B
2663.84,5BF95B
2664.53,5CF95B
2665.22,5DF95B
2665.91,5EF95A
2666.6,5FF95A
2667.29,60F95A
2667.98,61F959
2668.67,62FA59
2669.36,63FA59
2670.05,64FA59
2670.74,65FA58
2671.43,66FA58
2672.12,67FA58
2672.81,68FA57
2673.5,69FA57
2674.19,6AFA57
2674.88,6BFA57
2675.57,6CFA56
2676.26,6CFA56
2676.95,6DFA56
2677.64,6EFA56
2678.33,6FFA55
2679.02,70FA55
2679.71,71FA55
2680.4,72FA55
2681.09,73FA55
2681.78,73FA54
2682.47,74FA54
2683.16,75FA54
2683.85,76FA54
2684.54,77FA53
2685.23,77F953
2685.92,78F953
2686.61,79F953
2687.3,7AF953
2687.99,7BF953
2688.68,7BF952
2689.37,7CF952
2690.06,7DF952
2690.75,7EF952
2691.44,7FF952
2692.13,7FF951
2692.82,80F951
2693.51,81F951
2694.2,82F951
2694.89,82F951
2695.58,83F951
2696.27,84F951
2696.96,85F950
2697.65,85F950
2698.34,86F950
2699.03,87F950
2699.72,87F950
2700.41,88F950
2701.1,89F950
2701.79,8AF950
2702.48,8AF950
2703.17,8BF94F
2703.86,8CF94F
2704.55,8CF94F
2705.24,8DF94F
2705.93,8EF94F
2706.62,8EF94F
2707.31,8FF94F
2708,90F94F
2708.69,90F94F
2709.38,91F94F
2710.07,92F94F
2710.76,92F94F
2711.45,93F84F
2712.14,94F84F
2712.83,94F84F
2713.52,95F84F
2714.21,96F84F
2714.9,96F84F
2715.59,97F84F
2716.28,98F84F
2716.97,98F84F
2717.66,99F84F
2718.35,9AF84F
2719.04,9AF84F
2719.73,9BF84F
2720.42,9BF84F
2721.11,9CF84F
2721.8,9DF84F
2722.49,9DF84F
2723.18,9EF84F
2723.87,9FF84F
2724.56,9FF74F
2725.25,A0F74F
2725.94,A0F74F
2726.63,A1F74F
2727.32,A2F74F
2728.01,A2F74F
2728.7,A3F74F
2729.39,A3F74F
2730.08,A4F74F
2730.77,A4F74F
2731.46,A5F750
2732.15,A6F750
2732.84,A6F750
2733.53,A7F750
2734.22,A7F750
2734.91,A8F750
2735.6,A8F650
2736.29,A9F650
2736.98,AAF650
2737.67,AAF651
2738.36,ABF651
2739.05,ABF651
2739.74,ACF651
2740.43,ACF651
2741.12,ADF651
2741.81,AEF652
2742.5,AEF652
2743.19,AFF652
2743.88,AFF652
2744.57,B0F552
2745.26,B0F552
2745.95,B1F553
2746.64,B1F553
2747.33,B2F553
2748.02,B2F553
2748.71,B3F553
2749.4,B3F554
2750.09,B4F554
2750.78,B4F554
2751.47,B5F554
2752.16,B6F454
2752.85,B6F455
2753.54,B7F455
2754.23,B7F455
2754.92,B8F455
2755.61,B8F455
2756.3,B9F456
2756.99,B9F456
2757.68,BAF456
2758.37,BAF456
2759.06,BBF357
2759.75,BBF357
2760.44,BCF357
2761.13,BCF357
2761.82,BDF358
2762.51,BDF358
2763.2,BEF358
2763.89,BEF358
2764.58,BFF359
2765.27,BFF359
2765.96,C0F259
2766.65,C0F25A
2767.34,C1F25A
2768.03,C1F25A
2768.72,C1F25A
2769.41,C2F25B
2770.1,C2F25B
2770.79,C3F25B
2771.48,C3F25C
2772.17,C4F15C
2772.86,C4F15C
2773.55,C5F15C
2774.24,C5F15D
2774.93,C6F15D
2775.62,C6F15D
2776.31,C7F15E
2777,C7F15E
2777.69,C8F05E
2778.38,C8F05F
2779.07,C8F05F
2779.76,C9F05F
2780.45,C9F060
2781.14,CAF060
2781.83,CAF060
2782.52,CBF061
2783.21,CBEF61
2783.9,CCEF61
2784.59,CCEF62
2785.28,CCEF62
2785.97,CDEF62
2786.66,CDEF63
2787.35,CEEF63
2788.04,CEEF63
2788.73,CFEE64
2789.42,CFEE64
2790.11,D0EE64
2790.8,D0EE65
2791.49,D0EE65
2792.18,D1EE65
2792.87,D1EE66
2793.56,D2ED66
2794.25,D2ED66
2794.94,D3ED67
2795.63,D3ED67
2796.32,D3ED68
2797.01,D4ED68
2797.7,D4ED68
2798.39,D5EC69
2799.08,D5EC69
2799.77,D5EC69
2800.46,D6EC6A
2801.15,D6EC6A
2801.84,D7EC6A
2802.53,D7EC6B
2803.22,D7EB6B
2803.91,D8EB6C
2804.6,D8EB6C
2805.29,D9EB6C
2805.98,D9EB6D
2806.67,D9EB6D
2807.36,DAEB6D
2808.05,DAEA6E
2808.74,DBEA6E
2809.43,DBEA6E
2810.12,DBEA6F
2810.81,DCEA6F
2811.5,DCEA70
2812.19,DDE970
2812.88,DDE970
2813.57,DDE971
2814.26,DEE971
2814.95,DEE972
2815.64,DEE972
2816.33,DFE872
2817.02,DFE873
2817.71,E0E873
2818.4,E0E873
2819.09,E0E874
2819.78,E1E874
2820.47,E1E775
2821.16,E1E775
2821.85,E2E775
2822.54,E2E776
2823.23,E3E776
2823.92,E3E777
2824.61,E3E677
2825.3,E4E677
2825.99,E4E678
2826.68,E4E678
2827.37,E5E678
2828.06,E5E679
2828.75,E5E579
2829.44,E6E57A
2830.13,E6E57A
2830.82,E7E57A
2831.51,E7E57B
2832.2,E7E47B
2832.89,E8E47C
2833.58,E8E47C
2834.27,E8E47C
2834.96,E9E47D
2835.65,E9E47D
2836.34,E9E37E
2837.03,EAE37E
2837.72,EAE37E
2838.41,EAE37F
2839.1,EBE37F
2839.79,EBE280
2840.48,EBE280
2841.17,ECE280
2841.86,ECE281
2842.55,ECE281
2843.24,EDE181
2843.93,EDE182
2844.62,EDE182
2845.31,EEE183
2846,EEE183
2846.69,EEE083
2847.38,EFE084
2848.07,EFE084
2848.76,EFE085
2849.45,F0E085
2850.14,F0DF85
2850.83,F0DF86
2851.52,F0DF86
2852.21,F1DF87
2852.9,F1DF87
2853.59,F1DE87
2854.28,F2DE88
2854.97,F2DE88
2855.66,F2DE89
2856.35,F3DE89
2857.04,F3DD89
2857.73,F3DD8A
2858.42,F4DD8A
2859.11,F4DD8A
2859.8,F4DD8B
2860.49,F4DC8B
2861.18,F5DC8C
2861.87,F5DC8C
2862.56,F5DC8C
2863.25,F6DC8D
2863.94,F6DB8D
2864.63,F6DB8E
2865.32,F6DB8E
2866.01,F7DB8E
2866.7,F7DA8F
2867.39,F7DA8F
2868.08,F8DA90
2868.77,F8DA90
2869.46,F8DA90
2870.15,F8D991
2870.84,F9D991
2871.53,F9D991
2872.22,F9D992
2872.91,FAD992
2873.6,FAD893
2874.29,FAD893
2874.98,FAD893
2875.67,FBD894
2876.36,FBD794
2877.05,FBD794
2877.74,FCD795
2878.43,FCD795
2879.12,FCD696
2879.81,FCD696
2880.5,FDD696
2881.19,FDD697
2881.88,FDD697
2882.57,FDD598
2883.26,FED598
2883.95,FED598
2884.64,FED599
2885.33,FED499
2886.02,FFD499
2886.71,FFD49A
2887.4,FFD49A
2888.09,FFD39B
2888.78,FFD39B
2889.47,FFD39B
2890.16,FFD39C
2890.85,FFD39C
2891.54,FFD29C
2892.23,FFD29D
2892.92,FFD29D
2893.61,FFD29D
2894.3,FFD19E
2894.99,FFD19E
2895.68,FFD19F
2896.37,FFD19F
2897.06,FFD09F
2897.75,FFD0A0
2898.44,FFD0A0
2899.13,FFD0A0
2899.82,FFCFA1
2900.51,FFCFA1
2901.2,FFCFA2
2901.89,FFCFA2
2902.58,FFCEA2
2903.27,FFCEA3
2903.96,FFCEA3
2904.65,FFCEA3
2905.34,FFCDA4
2906.03,FFCDA4
2906.72,FFCDA4
2907.41,FFCDA5
2908.1,FFCCA5
2908.79,FFCCA5
2909.48,FFCCA6
2910.17,FFCCA6
2910.86,FFCBA7
2911.55,FFCBA7
2912.24,FFCBA7
2912.93,FFCBA8
2913.62,FFCAA8
2914.31,FFCAA8
2915,FFCAA9
2915.69,FFCAA9
2916.38,FFC9A9
2917.07,FFC9AA
2917.76,FFC9AA
2918.45,FFC9AA
2919.14,FFC8AB
2919.83,FFC8AB
2920.52,FFC8AB
2921.21,FFC7AC
2921.9,FFC7AC
2922.59,FFC7AC
2923.28,FFC7AD
2923.97,FFC6AD
2924.66,FFC6AD
2925.35,FFC6AE
2926.04,FFC6AE
2926.73,FFC5AF
2927.42,FFC5AF
2928.11,FFC5AF
2928.8,FFC5B0
2929.49,FFC4B0
2930.18,FFC4B0
2930.87,FFC4B1
2931.56,FFC3B1
2932.25,FFC3B1
2932.94,FFC3B2
2933.63,FFC3B2
2934.32,FFC2B2
2935.01,FFC2B3
2935.7,FFC2B3
2936.39,FFC2B3
2937.08,FFC1B3
2937.77,FFC1B4
2938.46,FFC1B4
2939.15,FFC0B4
2939.84,FFC0B5
2940.53,FFC0B5
2941.22,FFC0B5
2941.91,FFBFB6
2942.6,FFBFB6
2943.29,FFBFB6
2943.98,FFBEB7
2944.67,FFBEB7
2945.36,FFBEB7
2946.05,FFBEB8
2946.74,FFBDB8
2947.43,FFBDB8
2948.12,FFBDB9
2948.81,FFBDB9
2949.5,FFBCB9
2950.19,FFBCBA
2950.88,FFBCBA
2951.57,FFBBBA
2952.26,FFBBBB
2952.95,FFBBBB
2953.64,FFBBBB
2954.33,FFBABB
2955.02,FFBABC
2955.71,FFBABC
2956.4,FFB9BC
2957.09,FFB9BD
2957.78,FFB9BD
2958.47,FFB9BD
2959.16,FFB8BE
2959.85,FFB8BE
2960.54,FFB8BE
2961.23,FFB7BE
2961.92,FFB7BF
2962.61,FFB7BF
2963.3,FFB6BF
2963.99,FFB6C0
2964.68,FFB6C0
2965.37,FFB6C0
2966.06,FFB5C1
2966.75,FFB5C1
2967.44,FFB5C1
2968.13,FFB4C1
2968.82,FFB4C2
2969.51,FFB4C2
2970.2,FFB4C2
2970.89,FFB3C3
2971.58,FFB3C3
2972.27,FFB3C3
2972.96,FFB2C3
2973.65,FFB2C4
2974.34,FFB2C4
2975.03,FFB1C4
2975.72,FFB1C5
2976.41,FFB1C5
2977.1,FFB1C5
2977.79,FFB0C5
2978.48,FFB0C6
2979.17,FFB0C6
2979.86,FFAFC6
2980.55,FFAFC7
2981.24,FFAFC7
2981.93,FFAEC7
2982.62,FFAEC7
2983.31,FFAEC8
2984,FFAEC8
2984.69,FFADC8
2985.38,FFADC8
2986.07,FFADC9
2986.76,FFACC9
2987.45,FFACC9
2988.14,FFACC9
2988.83,FFABCA
2989.52,FFABCA
2990.21,FFABCA
2990.9,FFABCB
2991.59,FFAACB
2992.28,FFAACB
2992.97,FFAACB
2993.66,FFA9CC
2994.35,FFA9CC
2995.04,FFA9CC
2995.73,FFA8CC
2996.42,FFA8CD
2997.11,FFA8CD
2997.8,FFA7CD
2998.49,FFA7CD
2999.18,FFA7CE
2999.87,FFA7CE
3000.56,FFA6CE
3001.25,FFA6CE
3001.94,FFA6CF
3002.63,FFA5CF
3003.32,FFA5CF
3004.01,FFA5CF
3004.7,FFA4D0
3005.39,FFA4D0
3006.08,FFA4D0
3006.77,FFA3D0
3007.46,FFA3D1
3008.15,FFA3D1
3008.84,FFA3D1
3009.53,FFA2D1
3010.22,FFA2D2
3010.91,FFA2D2
3011.6,FFA1D2
3012.29,FFA1D2
3012.98,FFA1D2
3013.67,FFA0D3
3014.36,FFA0D3
3015.05,FFA0D3
3015.74,FF9FD3
3016.43,FF9FD4
3017.12,FF9FD4
3017.81,FF9ED4
3018.5,FF9ED4
3019.19,FF9ED4
3019.88,FF9ED5
3020.57,FF9DD5
3021.26,FF9DD5
3021.95,FF9DD5
3022.64,FF9CD6
3023.33,FF9CD6
3024.02,FF9CD6
3024.71,FF9BD6
3025.4,FF9BD6
3026.09,FF9BD7
3026.78,FF9AD7
3027.47,FF9AD7
3028.16,FF9AD7
3028.85,FF99D8
3029.54,FF99D8
3030.23,FF99D8
3030.92,FF98D8
3031.61,FF98D8
3032.3,FF98D9
3032.99,FF98D9
3033.68,FF97D9
3034.37,FF97D9
3035.06,FF97D9
3035.75,FF96DA
3036.44,FF96DA
3037.13,FF96DA
3037.82,FF95DA
3038.51,FF95DA
3039.2,FF95DB
3039.89,FF94DB
3040.58,FF94DB
3041.27,FF94DB
3041.96,FF93DB
3042.65,FF93DC
3043.34,FF93DC
3044.03,FF93DC
3044.72,FF92DC
3045.41,FF92DC
3046.1,FF92DC
3046.79,FF91DD
3047.48,FF91DD
3048.17,FF91DD
3048.86,FF90DD
3049.55,FF90DD
3050.24,FF90DE
3050.93,FF8FDE
3051.62,FF8FDE
3052.31,FF8FDE
3053,FF8EDE
3053.69,FF8EDE
3054.38,FF8EDF
3055.07,FF8EDF
3055.76,FF8DDF
3056.45,FF8DDF
3057.14,FF8DDF
3057.83,FF8CE0
3058.52,FF8CE0
3059.21,FF8CE0
3059.9,FF8BE0
3060.59,FF8BE0
3061.28,FF8BE0
3061.97,FF8AE1
3062.66,FF8AE1
3063.35,FF8AE1
3064.04,FF89E1
3064.73,FF89E1
3065.42,FF89E1
3066.11,FF89E1
3066.8,FF88E2
3067.49,FF88E2
3068.18,FF88E2
3068.87,FF87E2
3069.56,FF87E2
3070.25,FF87E2
3070.94,FF86E3
3071.63,FF86E3
3072.32,FF86E3
3073.01,FF86E3
3073.7,FF85E3
3074.39,FF85E3
3075.08,FF85E3
3075.77,FF84E4
3076.46,FF84E4
3077.15,FF84E4
3077.84,FF83E4
3078.53,FF83E4
3079.22,FF83E4
3079.91,FF82E4
3080.6,FF82E5
3081.29,FF82E5
3081.98,FF82E5
3082.67,FF81E5
3083.36,FF81E5
3084.05,FF81E5
3084.74,FF80E5
3085.43,FF80E5
3086.12,FF80E6
3086.81,FF80E6
3087.5,FF7FE6
3088.19,FF7FE6
3088.88,FF7FE6
3089.57,FF7EE6
3090.26,FF7EE6
3090.95,FF7EE7
3091.64,FF7DE7
3092.33,FF7DE7
3093.02,FF7DE7
3093.71,FF7DE7
3094.4,FF7CE7
3095.09,FF7CE7
3095.78,FF7CE7
3096.47,FF7BE7
3097.16,FF7BE8
3097.85,FF7BE8
3098.54,FF7BE8
3099.23,FF7AE8
3099.92,FF7AE8
3100.61,FF7AE8
3101.3,FF7AE8
3101.99,FF79E8
3102.68,FF79E8
3103.37,FF79E9
3104.06,FF78E9
3104.75,FF78E9
3105.44,FF78E9
3106.13,FF78E9
3106.82,FF77E9
3107.51,FF77E9
3108.2,FF77E9
3108.89,FF76E9
3109.58,FF76E9
3110.27,FF76EA
3110.96,FF76EA
3111.65,FF75EA
3112.34,FF75EA
3113.03,FF75EA
3113.72,FF75EA
3114.41,FF74EA
3115.1,FF74EA
3115.79,FF74EA
3116.48,FF74EA
3117.17,FF73EA
3117.86,FF73EA
3118.55,FF73EB
3119.24,FF73EB
3119.93,FF72EB
3120.62,FF72EB
3121.31,FF72EB
3122,FF72EB
3122.69,FF71EB
3123.38,FF71EB
3124.07,FF71EB
3124.76,FF71EB
3125.45,FF70EB
3126.14,FF70EB
3126.83,FF70EB
3127.52,FF70EC
3128.21,FF6FEC
3128.9,FF6FEC
3129.59,FF6FEC
3130.28,FF6FEC
3130.97,FF6EEC
3131.66,FF6EEC
3132.35,FF6EEC
3133.04,FF6EEC
3133.73,FF6DEC
3134.42,FF6DEC
3135.11,FF6DEC
3135.8,FF6DEC
3136.49,FF6DEC
3137.18,FF6CEC
3137.87,FF6CEC
3138.56,FF6CED
3139.25,FF6CED
3139.94,FF6BED
3140.63,FF6BED
3141.32,FF6BED
3142.01,FF6BED
3142.7,FF6BED
3143.39,FF6AED
3144.08,FF6AED
3144.77,FF6AED
3145.46,FF6AED
3146.15,FF6AED
3146.84,FF69ED
3147.53,FF69ED
3148.22,FF69ED
3148.91,FF69ED
3149.6,FF69ED
3150.29,FF68ED
3150.98,FF68ED
3151.67,FF68ED
3152.36,FF68ED
3153.05,FF68ED
3153.74,FF68ED
3154.43,FF67ED
3155.12,FF67ED
3155.81,FF67EE
3156.5,FF67EE
3157.19,FF67EE
3157.88,FF66EE
3158.57,FF66EE
3159.26,FF66EE
3159.95,FF66EE
3160.64,FF66EE
3161.33,FF66EE
3162.02,FF65EE
3162.71,FF65EE
3163.4,FF65EE
3164.09,FF65EE
3164.78,FF65EE
3165.47,FF65EE
3166.16,FF65EE
3166.85,FF64EE
3167.54,FF64EE
3168.23,FF64EE
3168.92,FF64EE
3169.61,FF64EE
3170.3,FF64EE
3170.99,FF64EE
3171.68,FF63EE
3172.37,FF63EE
3173.06,FF63EE
3173.75,FF63EE
3174.44,FF63EE
3175.13,FF63EE
3175.82,FF63EE
3176.51,FF63EE
3177.2,FF63EE
3177.89,FF62EE
3178.58,FF62EE
3179.27,FF62EE
3179.96,FF62EE
3180.65,FF62EE
3181.34,FF62EE
3182.03,FF62EE
3182.72,FF62EE
3183.41,FF62EE
3184.1,FF62EE
3184.79,FF61EE
3185.48,FF61EE
3186.17,FF61EE
3186.86,FF61EE
3187.55,FF61EE
3188.24,FF61EE
3188.93,FF61EE
3189.62,FF61EE
3190.31,FF61EE
3191,FF61EE
3191.69,FF61EE
3192.38,FF61EE
3193.07,FF61EE
3193.76,FF61EE
3194.45,FF60EE
3195.14,FF60EE
3195.83,FF60ED
3196.52,FF60ED
3197.21,FF60ED
3197.9,FF60ED
3198.59,FF60ED
3199.28,FF60ED
3199.97,FF60ED
3200.66,FF60ED
3201.35,FF60ED
